text,true_label,pred_label,prob_0,prob_1,is_correct
: Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/dCFmzlkFRD”,0,1,0.2857508659362793,0.7142491340637207,False
I’m in #Ferguson and the witnesses are telling a chillin story. This young man was truly executed.,0,1,0.33482128381729126,0.6651787161827087,False
#BREAKING: State Senator Maria Chapelle Nadal has been taken into police custody; she had been tear-gassed at an earlier protest. #Ferguson,0,1,0.4386347532272339,0.5613652467727661,False
"If Michael Brown had been carrying a gun, would Republicans still say he had a right to bear arms? Or is that only for white men? #ferguson",0,1,0.4702012240886688,0.5297987461090088,False
"Wake up. Whenever a black man is killed by police, they try to make him a Saint/Martyr. 99% of the time he's a POS #Thug. #Ferguson",0,1,0.4185044467449188,0.5814955830574036,False
Helicopters and emergency vehicles are arriving in southern France. #Germanwings http://t.co/2Ry7Itpo4L,0,1,0.14938999712467194,0.8506100177764893,False
BREAKING: A Germanwings jet crashed in France as it traveled from Barcelona to Dusseldorf http://t.co/vqUUuspIFk http://t.co/mwguIFT1iu,0,1,0.34032371640205383,0.6596763134002686,False
"An Airbus A320 plane operated by Germanwings crashed in France near Digne les Bains, French Prime Minister says. http://t.co/iWeLBpmiHS",0,1,0.03351464122533798,0.9664853811264038,False
Can we add Daily Telegraph to suspected terror cells within Aus? Their 2pm edition did more damage than any gunman ever could #sydneysiege,0,1,0.46153417229652405,0.5384658575057983,False
"#SydneySiege UPDATE: Gunman identified as local resident Man Monis, has police records http://t.co/6bXGBh0qHD http://t.co/3vw2bF1Ojo",0,1,0.3204178512096405,0.6795821785926819,False
#BREAKING: Australian police confirm Sydney siege is over,0,1,0.14643393456935883,0.85356605052948,False
a thousand words in one picture. the police have been absolutely amazing today #sydneysiege http://t.co/w9Gt6rlYes,0,1,0.4068991243839264,0.5931008458137512,False
Watch: Escaped hostages are helping police create 'peaceful outcome' for #Sydneysiege http://t.co/TzSlNsgTip http://t.co/0O3kEAf7Pt,0,1,0.38933372497558594,0.6106662154197693,False
"At least 5 dead as gunman goes on rampage in PA, suspect reportedly barricaded in a home http://t.co/aCLslANGxu http://t.co/H4Mhm1cyOm",0,1,0.031153444200754166,0.9688465595245361,False
Australian prime minister Tony Abbott to hold news conference live on Sky News at 1.30am GMT about ongoing Sydney hostage situation,0,1,0.03745332360267639,0.962546706199646,False
Just in: U.S. Consulate near the scene in Sydney has accounted for all of its personnel: http://t.co/0h2F8SVCS2 @CNN http://t.co/UUiuFBi01A,0,1,0.4890325665473938,0.5109674334526062,False
BREAKING: Australian National Imams Council condemns Sydney siege http://t.co/qFdU4gHjAE,0,1,0.11583632230758667,0.8841636776924133,False
Breaking News: Police Storm Sydney Cafe Where Hostages Are Held http://t.co/P3f2OV2Gmz,0,1,0.019304612651467323,0.9806953072547913,False
"“This is obviously a deeply concerning incident,” Australian Prime Minister says on unfolding situation in Sydney. http://t.co/02SVSxOrFt",0,1,0.16400370001792908,0.8359963297843933,False
"Australian PM Abbott expected to speak soon on ""reported hostage-taking incident"" in Sydney, @9NewsAUS reports - @WorldNews",0,1,0.004467187449336052,0.995532751083374,False
VIDEO: Key moments in today's Parliament Hill shootings. http://t.co/kR1mIPoJJg http://t.co/6gYfgPTH7q,0,1,0.4279201328754425,0.5720798969268799,False
#BREAKING: Shooting reported at the War Memorial in Ottawa,0,1,0.2679467499256134,0.7320532202720642,False
"Atlantic #cadet programs cancelled, other cadets advised to not wear uniform but show up in business casual. #OttawaShooting",0,1,0.26257988810539246,0.7374200820922852,False
BREAKING: Four Blackwater guards convicted of voluntary manslaughter in 2007 Baghdad shooting http://t.co/hR7xe18RJ2,0,1,0.16564926505088806,0.8343507051467896,False
RAW VIDEO War Memorial shooting. http://t.co/c9wCpS2Af9 #cbcnews,0,1,0.19536462426185608,0.8046352863311768,False
Public servants being asked to stay inside their buildings as the active shooter investigation continues in Ottawa. #cbcOTT# OTTnews,0,1,0.158147931098938,0.841852068901062,False
"Swiss museum, German officials to announce fate of  #Gurlitt art collection at 11CET. http://t.co/7NlXiG4hcz",0,1,0.4081205129623413,0.5918794870376587,False
