text,true_label,pred_label,prob_0,prob_1,is_correct
BREAKING: #Anonymous has obtained audio files of police dispatch and EMS during the #MikeBrown shooting. Will release ASAP. #Ferguson,1,0,0.8547961711883545,0.1452038586139679,False
#Ferguson police are embarking on what can only be described as an elaborate smear campaign of Michael Brown http://t.co/SaLZExqR1D,1,0,0.9271671772003174,0.072832852602005,False
Someone with better eyes than me please #checkthedatestamp on the bottom left photo. Isn't that JUNE? #Ferguson http://t.co/PTNuxY2v5B,1,0,0.9081475734710693,0.09185244143009186,False
"What are #Ferguson Police hiding about ""drive by"" shooting of black woman recording last night's action? http://t.co/wfuDYm9q27 #OpFerguson",1,0,0.9660509824752808,0.033948998898267746,False
200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,1,0,0.9875115156173706,0.01248854212462902,False
I'm so disgusted. #Ferguson RT @ZandarVTS: This has now devolved into the worst police shooting cover-up attempt in US history.,1,0,0.8585880398750305,0.1414119005203247,False
I'm NOT believing this story because I know how the police lie and will keep lying and will organize together AND LIE. #MIKEBROWN #Ferguson,1,0,0.9259419441223145,0.07405807822942734,False
Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj,1,0,0.967546284198761,0.03245364874601364,False
#BREAKING One woman shot in drive-by shooting on 1300 Highmont near the QT. Cannot confirm if the victim survived. #ferguson #mikebrown,1,0,0.6449296474456787,0.3550703227519989,False
Police name the officer who shot #Ferguson teenager #MichaelBrown. Watch: http://t.co/O76WptH1nE  http://t.co/R6bxjsY9CZ,1,0,0.9111625552177429,0.08883746713399887,False
White man aiming down on police...nothing happens. Unarmed black kid walking back from store shot 10 times. #Ferguson http://t.co/48EcUF2Bwa,1,0,0.8785455822944641,0.12145444005727768,False
Disgusting: MO chapter of Klan raising money as “reward” for the officer killing #MikeBrown. #Ferguson #UniteBlue http://t.co/xRCCazRSFs,1,0,0.8504548668861389,0.14954516291618347,False
The selective release of information by #Ferguson PD tells us nothing about the shooting. Instead appears to be a basic smear job.,1,0,0.928527295589447,0.07147276401519775,False
