text,true_label,pred_label,prob_0,prob_1,is_correct
so ... they clearly released that video  only to shame &amp; blame the victim. #Ferguson #MikeBrown,1,0,0.8575167082596138,0.14248329174038615,False
BREAKING: #Anonymous has obtained audio files of police dispatch and EMS during the #MikeBrown shooting. Will release ASAP. #Ferguson,1,0,0.9120579487114115,0.08794205128858848,False
#Ferguson police are embarking on what can only be described as an elaborate smear campaign of Michael Brown http://t.co/SaLZExqR1D,1,0,0.9403039400351212,0.059696059964878784,False
Someone with better eyes than me please #checkthedatestamp on the bottom left photo. Isn't that JUNE? #Ferguson http://t.co/PTNuxY2v5B,1,0,0.9546726169842608,0.04532738301573925,False
"What are #Ferguson Police hiding about ""drive by"" shooting of black woman recording last night's action? http://t.co/wfuDYm9q27 #OpFerguson",1,0,0.9520485658613647,0.04795143413863533,False
200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,1,0,0.9501470767813704,0.04985292321862952,False
Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,1,0,0.8698767957651894,0.1301232042348106,False
I'm so disgusted. #Ferguson RT @ZandarVTS: This has now devolved into the worst police shooting cover-up attempt in US history.,1,0,0.9184351894584944,0.08156481054150555,False
I'm NOT believing this story because I know how the police lie and will keep lying and will organize together AND LIE. #MIKEBROWN #Ferguson,1,0,0.918309225865873,0.08169077413412694,False
Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj,1,0,0.8043256988421912,0.1956743011578088,False
White man aiming down on police...nothing happens. Unarmed black kid walking back from store shot 10 times. #Ferguson http://t.co/48EcUF2Bwa,1,0,0.861254252216479,0.13874574778352106,False
Disgusting: MO chapter of Klan raising money as “reward” for the officer killing #MikeBrown. #Ferguson #UniteBlue http://t.co/xRCCazRSFs,1,0,0.8852645164756218,0.11473548352437826,False
The selective release of information by #Ferguson PD tells us nothing about the shooting. Instead appears to be a basic smear job.,1,0,0.8921387136670292,0.10786128633297073,False
Shoot unarmed kid. Conceal evidence. Impose martial law. Harass reporters. Smear the victim. Worst. Police. Ever. #Ferguson #MikeBrown,1,0,0.8953213468157892,0.10467865318421078,False
Hashtags #4U9525 #GermanWings #A320 all useful for latest info on plane crash in southern France.,1,0,0.9184949589676493,0.08150504103235069,False
A Germanwings A320 has crashed en route to Dusseldorf. Flight Radar 24 of the last known position. #4U9525 http://t.co/FrI93NrYFF,1,0,0.8000029758925007,0.19999702410749937,False
IMAGE: .@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/MoG0h2Dvaq,1,0,0.8863119766034028,0.11368802339659721,False
Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead http://t.co/UGlaM0vpoK http://t.co/9yCcn7Hzz8,1,0,0.6342093752003545,0.3657906247996455,False
The PM's office releases a statement about  #sydneysiege. http://t.co/7NdqPYhwcY http://t.co/jeYdlwywO7,1,0,0.8980454657230028,0.10195453427699713,False
Total number of people who have left the cafe in Sydney up to 5. The latest: http://t.co/Nl3BNlFidA #SydneySiege http://t.co/TgZkYFNlR9,1,0,0.641482073824248,0.35851792617575196,False
"What we know about Sheikh Haron, the suspected hostage taker in #SydneySiege http://t.co/KUEe3Bl2tp http://t.co/ZRzH6vunkh",1,0,0.8885792156866147,0.11142078431338531,False
"Police Surround Sydney Cafe, Where Armed Person Holds Hostages http://t.co/CPrsOcTuis",1,0,0.6893018330311954,0.3106981669688046,False
hostages in Sydney right now... my thoughts and prayers are with you guys.   so much hatred in the world. this isn't the way.. #sydneysiege,1,0,0.9662046458607061,0.033795354139293944,False
"CPR being performed on at least 2 after Sydney siege, which has now ended, Australia's ABC reports http://t.co/Y62bZ2YYa5",1,0,0.5913641114285907,0.4086358885714093,False
ABC understands the national security committee of cabinet has just wrapped up a meeting about the #sydneysiege http://t.co/7NdqPYhwcY,1,0,0.9262373451290655,0.07376265487093453,False
